commit_hash,refactor_code,repo,notebook,url_before,url_after
df6a62f75e4c7164197f026ffd68c783da1bd4ee,efun,bpjsincl/marchmadness,DataAccessExamples.ipynb,https://raw.githubusercontent.com/bpjsincl/marchmadness/df6a62f75e4c7164197f026ffd68c783da1bd4ee~1/DataAccessExamples.ipynb,https://raw.githubusercontent.com/bpjsincl/marchmadness/df6a62f75e4c7164197f026ffd68c783da1bd4ee/DataAccessExamples.ipynb
709b295eb3692fdf5c8bce0e2df1a695d4fce045,ev,wigasper/viral-mirna-database,community_enrichment_analysis.ipynb,https://raw.githubusercontent.com/wigasper/viral-mirna-database/709b295eb3692fdf5c8bce0e2df1a695d4fce045~1/community_enrichment_analysis.ipynb,https://raw.githubusercontent.com/wigasper/viral-mirna-database/709b295eb3692fdf5c8bce0e2df1a695d4fce045/community_enrichment_analysis.ipynb
0f9e5514282d6b844c342f574c779bdc0b83ea4a,t2c,gardiac2002/monkies,Sessions\ Analysis.ipynb,https://raw.githubusercontent.com/gardiac2002/monkies/0f9e5514282d6b844c342f574c779bdc0b83ea4a~1/Sessions\ Analysis.ipynb,https://raw.githubusercontent.com/gardiac2002/monkies/0f9e5514282d6b844c342f574c779bdc0b83ea4a/Sessions\ Analysis.ipynb
cbde41b212c584306b837c0ebfc32a0aca84c410,t2c,gardiac2002/monkies,Sessions\ Analysis.ipynb,https://raw.githubusercontent.com/gardiac2002/monkies/cbde41b212c584306b837c0ebfc32a0aca84c410~1/Sessions\ Analysis.ipynb,https://raw.githubusercontent.com/gardiac2002/monkies/cbde41b212c584306b837c0ebfc32a0aca84c410/Sessions\ Analysis.ipynb
cbde41b212c584306b837c0ebfc32a0aca84c410,t2c,gardiac2002/monkies,Sessions\ Analysis.ipynb,https://raw.githubusercontent.com/gardiac2002/monkies/cbde41b212c584306b837c0ebfc32a0aca84c410~1/Sessions\ Analysis.ipynb,https://raw.githubusercontent.com/gardiac2002/monkies/cbde41b212c584306b837c0ebfc32a0aca84c410/Sessions\ Analysis.ipynb
cbde41b212c584306b837c0ebfc32a0aca84c410,t2c,gardiac2002/monkies,Sessions\ Analysis.ipynb,https://raw.githubusercontent.com/gardiac2002/monkies/cbde41b212c584306b837c0ebfc32a0aca84c410~1/Sessions\ Analysis.ipynb,https://raw.githubusercontent.com/gardiac2002/monkies/cbde41b212c584306b837c0ebfc32a0aca84c410/Sessions\ Analysis.ipynb
cbde41b212c584306b837c0ebfc32a0aca84c410,t2c,gardiac2002/monkies,Sessions\ Analysis.ipynb,https://raw.githubusercontent.com/gardiac2002/monkies/cbde41b212c584306b837c0ebfc32a0aca84c410~1/Sessions\ Analysis.ipynb,https://raw.githubusercontent.com/gardiac2002/monkies/cbde41b212c584306b837c0ebfc32a0aca84c410/Sessions\ Analysis.ipynb
cbde41b212c584306b837c0ebfc32a0aca84c410,rs,gardiac2002/monkies,Sessions\ Analysis.ipynb,https://raw.githubusercontent.com/gardiac2002/monkies/cbde41b212c584306b837c0ebfc32a0aca84c410~1/Sessions\ Analysis.ipynb,https://raw.githubusercontent.com/gardiac2002/monkies/cbde41b212c584306b837c0ebfc32a0aca84c410/Sessions\ Analysis.ipynb
c1bd9aee305185450fb913c52bd6514bb3883404,efun,gardiac2002/monkies,Sessions\ Analysis.ipynb,https://raw.githubusercontent.com/gardiac2002/monkies/c1bd9aee305185450fb913c52bd6514bb3883404~1/Sessions\ Analysis.ipynb,https://raw.githubusercontent.com/gardiac2002/monkies/c1bd9aee305185450fb913c52bd6514bb3883404/Sessions\ Analysis.ipynb
f0dfee0994754b0a28074f52b0a1aa7a1e2df5cd,efun,gardiac2002/monkies,Sessions\ Analysis.ipynb,https://raw.githubusercontent.com/gardiac2002/monkies/f0dfee0994754b0a28074f52b0a1aa7a1e2df5cd~1/Sessions\ Analysis.ipynb,https://raw.githubusercontent.com/gardiac2002/monkies/f0dfee0994754b0a28074f52b0a1aa7a1e2df5cd/Sessions\ Analysis.ipynb
e755d56119532ca5278b9e03b8fe9041b8b3a4ca,rs,qzlvyh/dlab-berkeley-python-fundamentals,Day_1/05_Strings.ipynb,https://raw.githubusercontent.com/qzlvyh/dlab-berkeley-python-fundamentals/e755d56119532ca5278b9e03b8fe9041b8b3a4ca~1/Day_1/05_Strings.ipynb,https://raw.githubusercontent.com/qzlvyh/dlab-berkeley-python-fundamentals/e755d56119532ca5278b9e03b8fe9041b8b3a4ca/Day_1/05_Strings.ipynb
2e4e842df2a52549a1f30182936da800b6d36111,efun,rsumner31/pymc3-23,docs/source/notebooks/dp_mix.ipynb,https://raw.githubusercontent.com/rsumner31/pymc3-23/2e4e842df2a52549a1f30182936da800b6d36111~1/docs/source/notebooks/dp_mix.ipynb,https://raw.githubusercontent.com/rsumner31/pymc3-23/2e4e842df2a52549a1f30182936da800b6d36111/docs/source/notebooks/dp_mix.ipynb
8ca59a087ff58614a6cf7731febb15f27a7e2092,efun,r-hopper/W207-Summer-2017-Final,analysis/hopper_miller_zhang_final0814.ipynb,https://raw.githubusercontent.com/r-hopper/W207-Summer-2017-Final/8ca59a087ff58614a6cf7731febb15f27a7e2092~1/analysis/hopper_miller_zhang_final0814.ipynb,https://raw.githubusercontent.com/r-hopper/W207-Summer-2017-Final/8ca59a087ff58614a6cf7731febb15f27a7e2092/analysis/hopper_miller_zhang_final0814.ipynb
42e3331af88977c0c0cdcf0799c45b0afa363da8,rs,jiangzl2016/prob_prog_final_project,final-project/final-notebook.ipynb,https://raw.githubusercontent.com/jiangzl2016/prob_prog_final_project/42e3331af88977c0c0cdcf0799c45b0afa363da8~1/final-project/final-notebook.ipynb,https://raw.githubusercontent.com/jiangzl2016/prob_prog_final_project/42e3331af88977c0c0cdcf0799c45b0afa363da8/final-project/final-notebook.ipynb
ef6d3e5e48dd43cbec7128074e7bb1baee9086eb,rs,iharnoor/PhylogeneticNetworks,Phylogenetics.ipynb,https://raw.githubusercontent.com/iharnoor/PhylogeneticNetworks/ef6d3e5e48dd43cbec7128074e7bb1baee9086eb~1/Phylogenetics.ipynb,https://raw.githubusercontent.com/iharnoor/PhylogeneticNetworks/ef6d3e5e48dd43cbec7128074e7bb1baee9086eb/Phylogenetics.ipynb
c7f2f9a02d044a053d99c8cb8eb1639d6fe8324b,efun,iharnoor/PhylogeneticNetworks,Phylogenetics.ipynb,https://raw.githubusercontent.com/iharnoor/PhylogeneticNetworks/c7f2f9a02d044a053d99c8cb8eb1639d6fe8324b~1/Phylogenetics.ipynb,https://raw.githubusercontent.com/iharnoor/PhylogeneticNetworks/c7f2f9a02d044a053d99c8cb8eb1639d6fe8324b/Phylogenetics.ipynb
99a40b2938f627835b99d049491bd64122333dc5,rs,tychovdo/Char-RNN-Understanding,DiagnosticClassifier.ipynb,https://raw.githubusercontent.com/tychovdo/Char-RNN-Understanding/99a40b2938f627835b99d049491bd64122333dc5~1/DiagnosticClassifier.ipynb,https://raw.githubusercontent.com/tychovdo/Char-RNN-Understanding/99a40b2938f627835b99d049491bd64122333dc5/DiagnosticClassifier.ipynb
8c835ea41d8466bff7aaffe2fe7d4691711ff765,efun,tychovdo/Char-RNN-Understanding,DiagnosticClassifier.ipynb,https://raw.githubusercontent.com/tychovdo/Char-RNN-Understanding/8c835ea41d8466bff7aaffe2fe7d4691711ff765~1/DiagnosticClassifier.ipynb,https://raw.githubusercontent.com/tychovdo/Char-RNN-Understanding/8c835ea41d8466bff7aaffe2fe7d4691711ff765/DiagnosticClassifier.ipynb
23d0482bd8aed9c3d54106c9b32532cd7dfe6d7a,t3c,biggstd/pyluminate,notebooks/Al\ Review\ Figures.ipynb,https://raw.githubusercontent.com/biggstd/pyluminate/23d0482bd8aed9c3d54106c9b32532cd7dfe6d7a~1/notebooks/Al\ Review\ Figures.ipynb,https://raw.githubusercontent.com/biggstd/pyluminate/23d0482bd8aed9c3d54106c9b32532cd7dfe6d7a/notebooks/Al\ Review\ Figures.ipynb
23d0482bd8aed9c3d54106c9b32532cd7dfe6d7a,t3c,biggstd/pyluminate,notebooks/Al\ Review\ Figures.ipynb,https://raw.githubusercontent.com/biggstd/pyluminate/23d0482bd8aed9c3d54106c9b32532cd7dfe6d7a~1/notebooks/Al\ Review\ Figures.ipynb,https://raw.githubusercontent.com/biggstd/pyluminate/23d0482bd8aed9c3d54106c9b32532cd7dfe6d7a/notebooks/Al\ Review\ Figures.ipynb
23d0482bd8aed9c3d54106c9b32532cd7dfe6d7a,t2c,biggstd/pyluminate,notebooks/Al\ Review\ Figures.ipynb,https://raw.githubusercontent.com/biggstd/pyluminate/23d0482bd8aed9c3d54106c9b32532cd7dfe6d7a~1/notebooks/Al\ Review\ Figures.ipynb,https://raw.githubusercontent.com/biggstd/pyluminate/23d0482bd8aed9c3d54106c9b32532cd7dfe6d7a/notebooks/Al\ Review\ Figures.ipynb
54a8c0949c3f6c59b6af895bf173b5cd0de94896,rs,Areej32/project-1,Clean\ Data/Models.ipynb,https://raw.githubusercontent.com/Areej32/project-1/54a8c0949c3f6c59b6af895bf173b5cd0de94896~1/Clean\ Data/Models.ipynb,https://raw.githubusercontent.com/Areej32/project-1/54a8c0949c3f6c59b6af895bf173b5cd0de94896/Clean\ Data/Models.ipynb
71f9c2dd7a7d6c1ce7bba6ce94cd4d64741531ba,rs,amcm29/MachineLearning_Marathon,boston_model.ipynb,https://raw.githubusercontent.com/amcm29/MachineLearning_Marathon/71f9c2dd7a7d6c1ce7bba6ce94cd4d64741531ba~1/boston_model.ipynb,https://raw.githubusercontent.com/amcm29/MachineLearning_Marathon/71f9c2dd7a7d6c1ce7bba6ce94cd4d64741531ba/boston_model.ipynb
71f9c2dd7a7d6c1ce7bba6ce94cd4d64741531ba,t2c,amcm29/MachineLearning_Marathon,boston_model.ipynb,https://raw.githubusercontent.com/amcm29/MachineLearning_Marathon/71f9c2dd7a7d6c1ce7bba6ce94cd4d64741531ba~1/boston_model.ipynb,https://raw.githubusercontent.com/amcm29/MachineLearning_Marathon/71f9c2dd7a7d6c1ce7bba6ce94cd4d64741531ba/boston_model.ipynb
6e9631fa0d5d0a01b05a3fe894b0ea7df725b8e4,t1c,amcm29/MachineLearning_Marathon,boston_model.ipynb,https://raw.githubusercontent.com/amcm29/MachineLearning_Marathon/6e9631fa0d5d0a01b05a3fe894b0ea7df725b8e4~1/boston_model.ipynb,https://raw.githubusercontent.com/amcm29/MachineLearning_Marathon/6e9631fa0d5d0a01b05a3fe894b0ea7df725b8e4/boston_model.ipynb
6e9631fa0d5d0a01b05a3fe894b0ea7df725b8e4,t1c,amcm29/MachineLearning_Marathon,boston_model.ipynb,https://raw.githubusercontent.com/amcm29/MachineLearning_Marathon/6e9631fa0d5d0a01b05a3fe894b0ea7df725b8e4~1/boston_model.ipynb,https://raw.githubusercontent.com/amcm29/MachineLearning_Marathon/6e9631fa0d5d0a01b05a3fe894b0ea7df725b8e4/boston_model.ipynb
1a76509737ec57d6da921a9f7efe666422b7d225,t1c,amcm29/MachineLearning_Marathon,boston_model.ipynb,https://raw.githubusercontent.com/amcm29/MachineLearning_Marathon/1a76509737ec57d6da921a9f7efe666422b7d225~1/boston_model.ipynb,https://raw.githubusercontent.com/amcm29/MachineLearning_Marathon/1a76509737ec57d6da921a9f7efe666422b7d225/boston_model.ipynb
1a76509737ec57d6da921a9f7efe666422b7d225,t1c,amcm29/MachineLearning_Marathon,boston_model.ipynb,https://raw.githubusercontent.com/amcm29/MachineLearning_Marathon/1a76509737ec57d6da921a9f7efe666422b7d225~1/boston_model.ipynb,https://raw.githubusercontent.com/amcm29/MachineLearning_Marathon/1a76509737ec57d6da921a9f7efe666422b7d225/boston_model.ipynb
b7f279934cf3325317f83f67e675afb36581a3d1,efun,jbirky/photonCounting,analysis.ipynb,https://raw.githubusercontent.com/jbirky/photonCounting/b7f279934cf3325317f83f67e675afb36581a3d1~1/analysis.ipynb,https://raw.githubusercontent.com/jbirky/photonCounting/b7f279934cf3325317f83f67e675afb36581a3d1/analysis.ipynb
88fde271a9e2f4da0bf27d120b30efec07b5e7a8,efun,jbirky/photonCounting,analysis.ipynb,https://raw.githubusercontent.com/jbirky/photonCounting/88fde271a9e2f4da0bf27d120b30efec07b5e7a8~1/analysis.ipynb,https://raw.githubusercontent.com/jbirky/photonCounting/88fde271a9e2f4da0bf27d120b30efec07b5e7a8/analysis.ipynb
10ea32a95df87b4dd5281bb561d0a736bde9a0d9,efun,jbirky/photonCounting,analysis.ipynb,https://raw.githubusercontent.com/jbirky/photonCounting/10ea32a95df87b4dd5281bb561d0a736bde9a0d9~1/analysis.ipynb,https://raw.githubusercontent.com/jbirky/photonCounting/10ea32a95df87b4dd5281bb561d0a736bde9a0d9/analysis.ipynb
cee132cc1d2e900a7d5be35416f400fd03930fb0,t1c,seangtkelley/personal-health-tracking,college-summary.ipynb,https://raw.githubusercontent.com/seangtkelley/personal-health-tracking/cee132cc1d2e900a7d5be35416f400fd03930fb0~1/college-summary.ipynb,https://raw.githubusercontent.com/seangtkelley/personal-health-tracking/cee132cc1d2e900a7d5be35416f400fd03930fb0/college-summary.ipynb
a578228d2627a97cc327f94858023c4278c09f46,t2c,seangtkelley/personal-health-tracking,college-summary.ipynb,https://raw.githubusercontent.com/seangtkelley/personal-health-tracking/a578228d2627a97cc327f94858023c4278c09f46~1/college-summary.ipynb,https://raw.githubusercontent.com/seangtkelley/personal-health-tracking/a578228d2627a97cc327f94858023c4278c09f46/college-summary.ipynb
65036d9304d74a609daade60d3ff5be3ff68a13d,efun,fastforwardlabs/cuckoofilter,bench_marking_notebook.ipynb,https://raw.githubusercontent.com/fastforwardlabs/cuckoofilter/65036d9304d74a609daade60d3ff5be3ff68a13d~1/bench_marking_notebook.ipynb,https://raw.githubusercontent.com/fastforwardlabs/cuckoofilter/65036d9304d74a609daade60d3ff5be3ff68a13d/bench_marking_notebook.ipynb
19a9284a95dd33bd3554d73ba3618d84efb33554,efun,fastforwardlabs/cuckoofilter,bench_marking_notebook.ipynb,https://raw.githubusercontent.com/fastforwardlabs/cuckoofilter/19a9284a95dd33bd3554d73ba3618d84efb33554~1/bench_marking_notebook.ipynb,https://raw.githubusercontent.com/fastforwardlabs/cuckoofilter/19a9284a95dd33bd3554d73ba3618d84efb33554/bench_marking_notebook.ipynb
f635abda7ca860b5d39c936286d9f7be6c27aa02,rs,NeelChakraborty/ISI_Bank_Profitability,regression.ipynb,https://raw.githubusercontent.com/NeelChakraborty/ISI_Bank_Profitability/f635abda7ca860b5d39c936286d9f7be6c27aa02~1/regression.ipynb,https://raw.githubusercontent.com/NeelChakraborty/ISI_Bank_Profitability/f635abda7ca860b5d39c936286d9f7be6c27aa02/regression.ipynb
c80d572c48c23d2e4e2ea566ab61d52765c0e6b3,t3c,NeelChakraborty/ISI_Bank_Profitability,regression.ipynb,https://raw.githubusercontent.com/NeelChakraborty/ISI_Bank_Profitability/c80d572c48c23d2e4e2ea566ab61d52765c0e6b3~1/regression.ipynb,https://raw.githubusercontent.com/NeelChakraborty/ISI_Bank_Profitability/c80d572c48c23d2e4e2ea566ab61d52765c0e6b3/regression.ipynb
f32a90fee024f1d69cc130fa1aa3a6c769b920d6,efun,informatik-mannheim/sysplace_demo_orderstatus,python/TangibleTouch.ipynb,https://raw.githubusercontent.com/informatik-mannheim/sysplace_demo_orderstatus/f32a90fee024f1d69cc130fa1aa3a6c769b920d6~1/python/TangibleTouch.ipynb,https://raw.githubusercontent.com/informatik-mannheim/sysplace_demo_orderstatus/f32a90fee024f1d69cc130fa1aa3a6c769b920d6/python/TangibleTouch.ipynb
5ba801165e4376d8bd6dc315f8c6804a7afb7953,efun,informatik-mannheim/sysplace_demo_orderstatus,python/TangibleTouch.ipynb,https://raw.githubusercontent.com/informatik-mannheim/sysplace_demo_orderstatus/5ba801165e4376d8bd6dc315f8c6804a7afb7953~1/python/TangibleTouch.ipynb,https://raw.githubusercontent.com/informatik-mannheim/sysplace_demo_orderstatus/5ba801165e4376d8bd6dc315f8c6804a7afb7953/python/TangibleTouch.ipynb
90149296f6b7de8b0726aa6f033b9a70b8036454,efun,tepickering/HALcoll,notebooks/TF\ testing.ipynb,https://raw.githubusercontent.com/tepickering/HALcoll/90149296f6b7de8b0726aa6f033b9a70b8036454~1/notebooks/TF\ testing.ipynb,https://raw.githubusercontent.com/tepickering/HALcoll/90149296f6b7de8b0726aa6f033b9a70b8036454/notebooks/TF\ testing.ipynb
89327117c44a818350e647a566c456c7620fcf76,efun,roei60/Data-Science-Hotels,Clustering.ipynb,https://raw.githubusercontent.com/roei60/Data-Science-Hotels/89327117c44a818350e647a566c456c7620fcf76~1/Clustering.ipynb,https://raw.githubusercontent.com/roei60/Data-Science-Hotels/89327117c44a818350e647a566c456c7620fcf76/Clustering.ipynb
bb78d015b3af51e6f891005e0f12393dcba7c989,rs,madalinabuzau/tensorflow-eager-tutorials,02_using_metrics_in_eager_mode.ipynb,https://raw.githubusercontent.com/madalinabuzau/tensorflow-eager-tutorials/bb78d015b3af51e6f891005e0f12393dcba7c989~1/02_using_metrics_in_eager_mode.ipynb,https://raw.githubusercontent.com/madalinabuzau/tensorflow-eager-tutorials/bb78d015b3af51e6f891005e0f12393dcba7c989/02_using_metrics_in_eager_mode.ipynb
c7b2d6302dd22af2ef032f7d910888616d749537,rs,madalinabuzau/tensorflow-eager-tutorials,02_using_metrics_in_eager_mode.ipynb,https://raw.githubusercontent.com/madalinabuzau/tensorflow-eager-tutorials/c7b2d6302dd22af2ef032f7d910888616d749537~1/02_using_metrics_in_eager_mode.ipynb,https://raw.githubusercontent.com/madalinabuzau/tensorflow-eager-tutorials/c7b2d6302dd22af2ef032f7d910888616d749537/02_using_metrics_in_eager_mode.ipynb
515e526af51dde2ed33ac27601d7b23e0d5d98c0,rs,madalinabuzau/tensorflow-eager-tutorials,02_using_metrics_in_eager_mode.ipynb,https://raw.githubusercontent.com/madalinabuzau/tensorflow-eager-tutorials/515e526af51dde2ed33ac27601d7b23e0d5d98c0~1/02_using_metrics_in_eager_mode.ipynb,https://raw.githubusercontent.com/madalinabuzau/tensorflow-eager-tutorials/515e526af51dde2ed33ac27601d7b23e0d5d98c0/02_using_metrics_in_eager_mode.ipynb
515e526af51dde2ed33ac27601d7b23e0d5d98c0,rs,madalinabuzau/tensorflow-eager-tutorials,02_using_metrics_in_eager_mode.ipynb,https://raw.githubusercontent.com/madalinabuzau/tensorflow-eager-tutorials/515e526af51dde2ed33ac27601d7b23e0d5d98c0~1/02_using_metrics_in_eager_mode.ipynb,https://raw.githubusercontent.com/madalinabuzau/tensorflow-eager-tutorials/515e526af51dde2ed33ac27601d7b23e0d5d98c0/02_using_metrics_in_eager_mode.ipynb
e906308c142b4696686d70f45bf9dad6fae1bff5,efun,ucbrise/flor-camp2018,src/tutorial.ipynb,https://raw.githubusercontent.com/ucbrise/flor-camp2018/e906308c142b4696686d70f45bf9dad6fae1bff5~1/src/tutorial.ipynb,https://raw.githubusercontent.com/ucbrise/flor-camp2018/e906308c142b4696686d70f45bf9dad6fae1bff5/src/tutorial.ipynb
e906308c142b4696686d70f45bf9dad6fae1bff5,efun,ucbrise/flor-camp2018,src/tutorial.ipynb,https://raw.githubusercontent.com/ucbrise/flor-camp2018/e906308c142b4696686d70f45bf9dad6fae1bff5~1/src/tutorial.ipynb,https://raw.githubusercontent.com/ucbrise/flor-camp2018/e906308c142b4696686d70f45bf9dad6fae1bff5/src/tutorial.ipynb
3eaffe88d22e9980f7c9084e59fb79fe82be1ab4,efun,josmanual/finde,finde.ipynb,https://raw.githubusercontent.com/josmanual/finde/3eaffe88d22e9980f7c9084e59fb79fe82be1ab4~1/finde.ipynb,https://raw.githubusercontent.com/josmanual/finde/3eaffe88d22e9980f7c9084e59fb79fe82be1ab4/finde.ipynb
fe770bb1c048c41932ace2e946e428713a740400,efun,josmanual/finde,finde.ipynb,https://raw.githubusercontent.com/josmanual/finde/fe770bb1c048c41932ace2e946e428713a740400~1/finde.ipynb,https://raw.githubusercontent.com/josmanual/finde/fe770bb1c048c41932ace2e946e428713a740400/finde.ipynb
0c1b88fb501f7b25311d34b95d803a9d7d0beeb3,ek,josmanual/finde,finde.ipynb,https://raw.githubusercontent.com/josmanual/finde/0c1b88fb501f7b25311d34b95d803a9d7d0beeb3~1/finde.ipynb,https://raw.githubusercontent.com/josmanual/finde/0c1b88fb501f7b25311d34b95d803a9d7d0beeb3/finde.ipynb
3b835988d5e7fea5d684ffa92b2727f6ada51974,efun,josmanual/finde,finde.ipynb,https://raw.githubusercontent.com/josmanual/finde/3b835988d5e7fea5d684ffa92b2727f6ada51974~1/finde.ipynb,https://raw.githubusercontent.com/josmanual/finde/3b835988d5e7fea5d684ffa92b2727f6ada51974/finde.ipynb
79608540e293c72875e9708ef8d5b261d5815aa8,rs,josmanual/finde,finde.ipynb,https://raw.githubusercontent.com/josmanual/finde/79608540e293c72875e9708ef8d5b261d5815aa8~1/finde.ipynb,https://raw.githubusercontent.com/josmanual/finde/79608540e293c72875e9708ef8d5b261d5815aa8/finde.ipynb
086d9c5189a9bd0e887a07da1575948e8dc1c507,rs,josmanual/finde,finde.ipynb,https://raw.githubusercontent.com/josmanual/finde/086d9c5189a9bd0e887a07da1575948e8dc1c507~1/finde.ipynb,https://raw.githubusercontent.com/josmanual/finde/086d9c5189a9bd0e887a07da1575948e8dc1c507/finde.ipynb
e0e05139d2a7763130ab7f44232015708ef8a2c9,t3c,jclifton333/glucose,notebooks/model-smoothed-fitted-q.ipynb,https://raw.githubusercontent.com/jclifton333/glucose/e0e05139d2a7763130ab7f44232015708ef8a2c9~1/notebooks/model-smoothed-fitted-q.ipynb,https://raw.githubusercontent.com/jclifton333/glucose/e0e05139d2a7763130ab7f44232015708ef8a2c9/notebooks/model-smoothed-fitted-q.ipynb
e0e05139d2a7763130ab7f44232015708ef8a2c9,t2c,jclifton333/glucose,notebooks/model-smoothed-fitted-q.ipynb,https://raw.githubusercontent.com/jclifton333/glucose/e0e05139d2a7763130ab7f44232015708ef8a2c9~1/notebooks/model-smoothed-fitted-q.ipynb,https://raw.githubusercontent.com/jclifton333/glucose/e0e05139d2a7763130ab7f44232015708ef8a2c9/notebooks/model-smoothed-fitted-q.ipynb
